Timestamp,Vault,Chain,Type,Month,SharePrice,APY
2021-08-01 00:00:00+00:00,yv1INCH 0.3.2 - ETH,ETH,Altcoin,aug/21,1.0409142952173602,0.04566492584963955
2021-08-01 00:00:00+00:00,yvCurve-EURS 0.3.5 - ETH,ETH,Stable,aug/21,1.0265733465336837,0.10379088770372147
2021-08-01 00:00:00+00:00,yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,aug/21,1.010894749367325,0.04872044393072206
2021-08-01 00:00:00+00:00,yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,aug/21,1.0,
2021-08-01 00:00:00+00:00,yvCurve-IB 0.3.2 - ETH,ETH,Other,aug/21,1.0565917958518076,0.04284705529848698
2021-08-01 00:00:00+00:00,yvCurve-3pool 0.3.5 - ETH,ETH,Other,aug/21,1.0107253906407567,0.04571222569193201
2021-08-01 00:00:00+00:00,yUSD 0.3.5 - ETH,ETH,Stable,aug/21,1.0006755452915945,0.0
2021-08-01 00:00:00+00:00,yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,aug/21,1.0112791425176424,0.05993555689170216
2021-08-01 00:00:00+00:00,yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,aug/21,1.0231985069810805,0.10463922304607376
2021-08-01 00:00:00+00:00,yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,aug/21,1.0212713987037145,0.21179856411510678
2021-08-01 00:00:00+00:00,yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,aug/21,1.0099789690648346,0.020376849064351665
2021-08-01 00:00:00+00:00,yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,aug/21,1.0277647450083085,0.10579961177400521
2021-08-01 00:00:00+00:00,yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,aug/21,1.023559570334705,0.09389600944844556
2021-08-01 00:00:00+00:00,yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,aug/21,1.0154617415314673,0.04898012489574488
2021-08-01 00:00:00+00:00,yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,aug/21,1.004362973326741,0.03989907844242313
